samples,computations,losses,val_losses,train_losses
0,0,0.011276458191871643,0.01134879549172733,0.008378081168534689
10000,100,0.011107477587461471,0.011324009249929561,0.0076594309241076
20000,200,0.011073142683506012,0.011310273454662475,0.007456915754114437
30000,300,0.010953807473182678,0.011118814123886966,0.007259517164933712
40000,400,0.011069837123155594,0.01127106429777015,0.007287114399425788
51666,500,0.011109156394004822,0.011327737029118878,0.007025398076172838
61666,600,0.011025583863258363,0.011201365562774937,0.006866674484187148
71666,700,0.011109652584791184,0.0114364757765561,0.006899059830204933
81666,800,0.011053155046701431,0.011273157598018531,0.0067197552905425804
93332,900,0.01113202656507492,0.011251762205386637,0.006599453590591785
103332,1000,0.011196156722307206,0.011256667079758467,0.006469007338460372
113332,1100,0.011179586380720138,0.011365992812078177,0.006362500227013215
123332,1200,0.011234475314617158,0.011357533536942594,0.006378846190004692
134998,1300,0.01125998963713646,0.011417079077712174,0.006169283705621046
144998,1400,0.011449360847473144,0.011617213673576737,0.006219987635685044
154998,1500,0.011463313782215118,0.011526827807045396,0.006168632995594207
164998,1600,0.011498141050338745,0.011700152270880311,0.005998716480028255
176664,1700,0.011590473556518554,0.011703160889348396,0.0058984689592245084
186664,1800,0.011631237900257111,0.011715596875670661,0.005801303165642062
196664,1900,0.011546817290782928,0.011711416354361329,0.005687037968077078
206664,2000,0.011627636969089509,0.011724589824790946,0.005877259284542565
218330,2100,0.011815844702720643,0.011902631666553315,0.005575175448105555
228330,2200,0.011747594386339188,0.011845605183711921,0.005454427291970094
238330,2300,0.011823987752199174,0.012007296006685828,0.005398568069403259
248330,2400,0.011943333739042283,0.012080867513066607,0.005424634992621414
259996,2500,0.012069901955127716,0.012219149745394635,0.005279187571354093
269996,2600,0.012048750334978103,0.012321274351209709,0.005255770937637584
279996,2700,0.012143333983421326,0.01227712546116962,0.005194986987513358
289996,2800,0.012138714438676835,0.012248711053032596,0.005101033773560946
301662,2900,0.012315429925918579,0.012402052934546822,0.0048739308299925845
311662,3000,0.012592726194858551,0.012696618767187468,0.004952935799573654
321662,3100,0.01249934703707695,0.012669730614151118,0.004839593363192755
331662,3200,0.012433134430646897,0.012562177293959184,0.0047802347960774465
343328,3300,0.012694883614778519,0.012835426927900212,0.00466276877644436
353328,3400,0.012820136487483978,0.012954430011413295,0.004721314945240631
363328,3500,0.01298173793554306,0.013029868736637848,0.004723650683839637
373328,3600,0.012833759784698487,0.01281915536766748,0.004518613939535222
384994,3700,0.013064703524112702,0.013156297418863504,0.004455104966648415
394994,3800,0.013210164844989776,0.013310493554947673,0.004517174472200232
