samples,computations,losses,val_losses,train_losses
1500000,15000,0.03897279804572463,0.03953271836042404,0.03882588116452098
1510000,15100,0.038860791996121406,0.039489919021725654,0.038808458425104615
1520000,15200,0.038908689357340334,0.0394429555721581,0.038820504318922755
1530000,15300,0.038773371949791906,0.039246616698801515,0.038615217372775075
1540000,15400,0.03882654666900635,0.03934972781687975,0.03866338118910789
1550000,15500,0.038935086131095885,0.03941386863589287,0.0387160565815866
1560000,15600,0.03862557601183653,0.03918946783989668,0.03852315536141396
1570000,15700,0.03896981021389365,0.0395146818086505,0.03886696596071124
1580000,15800,0.038805976193398234,0.03926168464124203,0.03865066083148122
1590000,15900,0.03883646039292216,0.039311972707509996,0.03867403258010745
1600000,16000,0.03898073837161064,0.03947098419070244,0.03882487266883254
1610000,16100,0.03889544274657965,0.03954617887735367,0.03881770023331046
1620000,16200,0.03896945912390947,0.039577784463763234,0.03887006592005491
1630000,16300,0.03878918707370758,0.03933156676590443,0.03866394593194127
1640000,16400,0.0386875643953681,0.039192547611892226,0.03856371300294995
1650000,16500,0.0387145210057497,0.039285019002854825,0.03861100826784968
1660000,16600,0.0389143318682909,0.03935388263314962,0.038733368527144194
1670000,16700,0.03894062470644712,0.03950908709317446,0.03878273984417319
1680000,16800,0.03899684995412826,0.03956187166273594,0.03889202728867531
1690000,16900,0.038788796700537205,0.03932191705331206,0.03865281147882342
1700000,17000,0.03872048150748014,0.03924466066062451,0.03855097139626741
1710000,17100,0.03874812312424183,0.03926131468266249,0.038581502709537745
1720000,17200,0.03895319662988186,0.03951703792437911,0.038796777304261926
1730000,17300,0.03889915507286787,0.03938341531902552,0.03873033638298511
1740000,17400,0.03874851439148188,0.03933699395507574,0.038641905702650546
1750000,17500,0.038739788029342886,0.03932839158922434,0.038636080246418715
1760000,17600,0.03890641601756215,0.039431003257632255,0.038729707065969704
1770000,17700,0.03879538830369711,0.03939184714108705,0.03866843413934112
1780000,17800,0.038681572452187535,0.03924884725362063,0.038543873276561495
1790000,17900,0.03872147411108017,0.0393028848990798,0.0385986165702343
1800000,18000,0.03883477371186018,0.03941583391278982,0.03874482886120677
1810000,18100,0.03883241843432188,0.039370572194457054,0.038698631294071674
1820000,18200,0.03912772186100483,0.03956879958510399,0.03890812936425209
1830000,18300,0.03874749604612589,0.03930089756846428,0.038598743952810766
1840000,18400,0.03878264844417572,0.039340936169028284,0.03867944387719035
1850000,18500,0.03873843558132648,0.03937572661787272,0.038654164854437116
1860000,18600,0.038907554261386396,0.03939760835841298,0.038715285267680886
1870000,18700,0.03916651856154203,0.03961055491119623,0.038919203147292136
1880000,18800,0.03866303961724043,0.039247137978672984,0.03859387210011482
1890000,18900,0.0386936504393816,0.039241407960653306,0.03856294676288962
1900000,19000,0.03902752984315157,0.03950869832187891,0.038870331797748806
1910000,19100,0.038732667863368986,0.03926470424979925,0.038578079219907524
1920000,19200,0.038761218823492524,0.039387795925140384,0.03866485008597374
1930000,19300,0.038826411459594964,0.039304065033793446,0.03863042198866606
1940000,19400,0.03919133860617876,0.039643427468836305,0.038932045832276344
1950000,19500,0.0387700480595231,0.03935276582837105,0.03865543214231729
