samples,computations,computations_times_sample,losses,val_losses,train_losses,grad_norms,least_eig,delta_m_norm
0,0,0,0.3279715061187744,0.3272538384795189,0.32524514412879946,,,
11000,600,15000,0.06435759585350752,0.06494344301521777,0.06480524100363255,0.2654043,-2.9703805446624756,tensor(0.0053184545)
22000,1200,30000,0.054289896115660666,0.055487133488059046,0.055085695177316665,0.16976295,-3.0660910606384277,tensor(0.0041478537)
33000,1800,45000,0.05032876335084438,0.05136885762214661,0.05108203899860382,0.16688998,-2.704110622406006,tensor(0.0026171845)
44000,2400,60000,0.04768046237528324,0.04860027581453323,0.0484032539203763,0.17387903,-3.3831262588500977,tensor(0.0033350375)
55000,3000,75000,0.04634171426296234,0.04713659547269344,0.0468607949540019,0.229663,-3.0062179565429688,tensor(0.0040241331)
66000,3600,90000,0.045710946209728716,0.046551136076450346,0.04628934735804796,0.26147276,-3.0062179565429688,tensor(0.0049997154)
77000,4200,105000,0.04429237179458141,0.04525713935494423,0.04497079940140247,0.21920045,-3.0062179565429688,tensor(0.0035689592)
88000,4800,120000,0.04406673867255449,0.04492432039231062,0.044573107786476614,0.2474627,-3.0062179565429688,tensor(0.0048604086)
99000,5400,135000,0.043249418660998344,0.04425870113074779,0.04390164851397276,0.25799298,-3.0062179565429688,tensor(0.0050400621)
110000,6000,150000,0.04318139385432005,0.04399831011891365,0.04364200147241354,0.2653996,-3.0062179565429688,tensor(0.0049366388)
121000,6600,165000,0.04292991615831852,0.04367726631462574,0.04336093164980412,0.2393892,-3.0062179565429688,tensor(0.0042835288)
132000,7200,180000,0.0420666016638279,0.0429623918235302,0.04263179195672274,0.21334721,-3.0062179565429688,tensor(0.0033621830)
143000,7800,195000,0.042236067540943625,0.04300977539271116,0.04262970523536205,0.24764995,-3.0062179565429688,tensor(0.0048424085)
154000,8400,210000,0.04171554520726204,0.04266520094126463,0.0422756259739399,0.25692248,-3.0062179565429688,tensor(0.0049604643)
165000,9000,225000,0.04178191002458334,0.042541782073676586,0.04215789395570755,0.25948164,-3.0062179565429688,tensor(0.0047121407)
176000,9600,240000,0.0417349498718977,0.042416274324059484,0.04206724906712771,0.228679,-3.0062179565429688,tensor(0.0039650300)
187000,10200,255000,0.041046589985489844,0.041890049427747725,0.04152935511618853,0.21047816,-3.0062179565429688,tensor(0.0032631201)
198000,10800,270000,0.04135653901845217,0.042070038728415964,0.04166847820580006,0.2482112,-3.0062179565429688,tensor(0.0048499047)
209000,11400,285000,0.04094639550894499,0.041850429140031335,0.041438134036958216,0.25750762,-3.0062179565429688,tensor(0.0049544894)
220000,12000,300000,0.041040293648838995,0.04175584763288498,0.0413521771132946,0.2561352,-3.0062179565429688,tensor(0.0045882077)
231000,12600,315000,0.04106886684894562,0.041702813394367697,0.04133050025999546,0.22178157,-3.0062179565429688,tensor(0.0037696343)
242000,13200,330000,0.040469086281955245,0.04127093967050314,0.04088798423856497,0.2085489,-3.0062179565429688,tensor(0.0031988705)
253000,13800,345000,0.0408507314324379,0.04151738055050373,0.041098639845848085,0.24880251,-3.0062179565429688,tensor(0.0048635760)
264000,14400,360000,0.040493983589112756,0.04136119056493044,0.040931135162711144,0.25797805,-3.0062179565429688,tensor(0.0049544517)
275000,15000,375000,0.040592234097421166,0.04127143606543541,0.04085266713798046,0.25428998,-3.0062179565429688,tensor(0.0045201625)
286000,15600,390000,0.040648343339562416,0.04124557439237833,0.04085554538667202,0.21669267,-3.0062179565429688,tensor(0.0036302065)
297000,16200,405000,0.04010426692664623,0.04087177213281393,0.04047149486839771,0.20714095,-3.0062179565429688,tensor(0.0031531970)
308000,16800,420000,0.0405283796787262,0.04115721646696329,0.04072430535405874,0.24940677,-3.0062179565429688,tensor(0.0048797177)
319000,17400,435000,0.0402016207203269,0.04103839978575707,0.04059377410262823,0.25810724,-3.0062179565429688,tensor(0.0049487073)
330000,18000,450000,0.04029890030622482,0.04094761326909065,0.04051668211817741,0.25331944,-3.0062179565429688,tensor(0.0044838246)
341000,18600,465000,0.040362114012241365,0.04092979501932859,0.04052551072090864,0.21266599,-3.0062179565429688,tensor(0.0035226173)
352000,19200,480000,0.03985756542533636,0.04059614732861519,0.040181798666715625,0.20608297,-3.0062179565429688,tensor(0.0031194256)
363000,19800,495000,0.04030864126980305,0.040906370021402835,0.04046141970157623,0.2500065,-3.0062179565429688,tensor(0.0048966021)
374000,20400,510000,0.040000603310763834,0.04081184387207031,0.040354855127632615,0.25796473,-3.0062179565429688,tensor(0.0049373261)
385000,21000,525000,0.040096070561558006,0.0407188430801034,0.04027765733748674,0.2528575,-3.0062179565429688,tensor(0.0044657355)
396000,21600,540000,0.04015723060816526,0.040700521245598795,0.040284247238188985,0.20935479,-3.0062179565429688,tensor(0.0034359077)
407000,22200,555000,0.03968277044594288,0.04039664205163717,0.03997046498954296,0.20527665,-3.0062179565429688,tensor(0.0030938671)
