samples,computations,losses,val_losses,train_losses
0,0,0.023051980590820313,0.023218834374429856,0.023073441804997468
10000,151.5151515151515,0.02188863031864166,0.022161988809236324,0.021926846551361838
20000,303.030303030303,0.019661546063423158,0.020089764974945194,0.01975407665005764
30000,454.5454545454545,0.017813909149169922,0.018109007664999288,0.017908656891255315
40000,606.060606060606,0.016673401296138764,0.016971630660469708,0.016768874368693697
50000,757.5757575757575,0.01651968196630478,0.016805176272047834,0.01653956745233125
60000,909.090909090909,0.015280331790447235,0.015533794194123773,0.015279634065362088
70000,1060.6060606060605,0.014618837642669677,0.01486638389332906,0.014533937523850602
80000,1212.121212121212,0.01487064903974533,0.01523108978136455,0.014737855190448672
90000,1363.6363636363635,0.014185818767547608,0.014300444714308415,0.013944981900189835
100000,1515.151515151515,0.014243666958808899,0.01438600575863843,0.013960273050800697
110000,1666.6666666666665,0.014224194073677063,0.014330191136779675,0.013917349907289068
120000,1818.181818181818,0.01387464405298233,0.014257828208620324,0.013528981610438097
130000,1969.6969696969695,0.013422655713558197,0.013715290983203277,0.012899181270933539
140000,2121.212121212121,0.012977803826332093,0.01313674469946213,0.012432230319703518
150000,2272.7272727272725,0.01312927746772766,0.013387481543209331,0.01263634652301318
160000,2424.242424242424,0.013023693525791169,0.013121064787206245,0.012304047123581187
170000,2575.7575757575755,0.01286733381152153,0.01297664360545767,0.012097502097516775
180000,2727.272727272727,0.012473873043060303,0.01268721337738385,0.011656729471653174
190000,2878.7878787878785,0.012458105349540711,0.01259244069052967,0.011623150943387964
200000,3030.30303030303,0.01268393224477768,0.012791990389891428,0.011701695722939215
210000,3181.8181818181815,0.012580891740322113,0.012734527364176528,0.011484822501991118
220000,3333.333333333333,0.012713892102241517,0.01295896376927236,0.011668831167221986
230000,3484.8484848484845,0.012204301047325134,0.012427447660094633,0.011030314092599944
240000,3636.363636363636,0.012010791808366776,0.01218374532305253,0.010767068878593695
250000,3787.8787878787875,0.01287537414431572,0.012872291757015122,0.01148711062883018
260000,3939.393939393939,0.012384771543741227,0.012455387584076587,0.010899244774802993
270000,4090.9090909090905,0.011905425667762756,0.011997914361473122,0.010430202754272968
280000,4242.424242424242,0.012191665780544281,0.012388338223332148,0.010672112120466443
290000,4393.939393939394,0.012091446679830552,0.012167250263281856,0.010262337633566994
300000,4545.454545454546,0.012497670036554337,0.012567751958898312,0.010802015435453602
310000,4696.969696969698,0.011953287160396576,0.012021260243512641,0.010302369388176478
320000,4848.48484848485,0.013160567659139633,0.013336649637929479,0.011357647685249774
330000,5000.000000000002,0.011571126013994217,0.011549409206233381,0.009506252572968261
340000,5151.515151515154,0.012008107304573058,0.012214047140087588,0.009888371650549954
350000,5303.030303030306,0.011800159627199172,0.011755237933798091,0.009664727460117511
360000,5454.545454545458,0.011547818994522095,0.01168947987828805,0.009353544434485762
370000,5606.06060606061,0.01338528304696083,0.013313662921435432,0.010966456397636163
380000,5757.575757575762,0.01166763488650322,0.011714814212472714,0.009334773785129646
390000,5909.090909090914,0.011916648244857789,0.01208876462786038,0.009384313326026614
400000,6060.6060606060655,0.012134392988681793,0.012278816805544992,0.009604030271902412
410000,6212.1212121212175,0.011856798070669174,0.011884122479010578,0.009155724024352638
420000,6363.636363636369,0.011314030498266221,0.01131142756336451,0.008259056476568664
430000,6515.151515151521,0.012268607431650161,0.01244029915530189,0.00927748031310191
440000,6666.666666666673,0.01222276090979576,0.012401406001724269,0.009253820171680303
450000,6818.181818181825,0.011710198545455932,0.01161269396936862,0.00848180189659356
460000,6969.696969696977,0.01139914568066597,0.01168223186336835,0.008177908779661201
470000,7121.212121212129,0.01133457771539688,0.01146722950608089,0.008035422262682869
480000,7272.727272727281,0.011500221788883208,0.011480881966416258,0.007885822774078387
490000,7424.242424242433,0.011533758336305619,0.011628408375649192,0.0077660366987945175
500000,7575.757575757585,0.011761672633886337,0.011712679352038251,0.007980467141409885
510000,7727.272727272737,0.011440270048379898,0.011523165103769543,0.007713156380930562
520000,7878.787878787889,0.012426437044143677,0.012708541999081785,0.00861661941183573
530000,8030.303030303041,0.011561166310310364,0.011568168219771635,0.007520057210563806
540000,8181.818181818193,0.011965340542793274,0.011857749225997742,0.007978032746008525
550000,8333.333333333345,0.011567177355289459,0.011651093213999332,0.0073924473776211
560000,8484.848484848497,0.011551329350471496,0.011552391011908898,0.007294173358365988
