samples,computations,losses,val_losses,train_losses
551658,5300,0.006161677113175392,0.005917190809901567,0.0005274355303658309
561658,5400,0.007710662442445755,0.007705330358782861,0.0011612364363093558
571658,5500,0.008052970564365387,0.007962099558762975,0.0013399941121894445
581658,5600,0.0076385105997323986,0.007366371134759598,0.0009236040708023256
593324,5700,0.0062754612982273104,0.006150040175664731,0.0003809428395444061
603324,5800,0.007600148075819015,0.007223180455643123,0.0005298840721650444
613324,5900,0.007651186957955361,0.007333661240726917,0.0011955734329998295
623324,6000,0.00795133092701435,0.007974210555301115,0.0007819949189670481
634990,6100,0.006443326517939567,0.006267952921151943,0.0003110244493329456
644990,6200,0.009099149832129479,0.008864795447168288,0.0015722258750599449
654990,6300,0.008472425994277,0.008338475670063841,0.0007371775270080933
664990,6400,0.008066301736235619,0.008166296156813893,0.0007502680613278845
676656,6500,0.006610601153969765,0.006302564399317354,0.0002471875895321854
686656,6600,0.008373704823851585,0.008066117856495095,0.0004258689069860722
696656,6700,0.008373131093382835,0.008129306974344068,0.0003351413524081861
706656,6800,0.008695881101489068,0.008274746604151138,0.0011383862673781389
718322,6900,0.006806591138243675,0.006646872725394066,0.00024490821642346705
728322,7000,0.007877286824584008,0.007688414079266999,0.00027602585500858764
738322,7100,0.007953564155101777,0.008124127776639364,0.0006556434623048769
748322,7200,0.008809375035762786,0.008527639388809223,0.0003678104751257665
759988,7300,0.006831248214840889,0.006625757980237969,0.00014716975111241635
769988,7400,0.008111930239200591,0.007977268547499125,0.0003640344135981091
779988,7500,0.009133336967229844,0.009131907065022841,0.0008128878350655247
789988,7600,0.0095487639605999,0.00949431866056947,0.0008072182000121839
801654,7700,0.0070145520299673084,0.006785351540763687,0.00015838105264470508
811654,7800,0.009306698447465896,0.009037492149077017,0.000996469379303588
821654,7900,0.008420570719242095,0.008311409926082638,0.0005584814567550726
831654,8000,0.009355099204182624,0.009060548039572056,0.0006905403555268182
843320,8100,0.007144545659422874,0.006771657130459043,0.000136413295832069
853320,8200,0.008385736876726151,0.008136033679273508,0.00016086620217031745
863320,8300,0.010536818954348564,0.010097281213913257,0.0016020851193040342
873320,8400,0.01046718965768814,0.009902576233575692,0.0010978326598680415
884986,8500,0.007450077039003372,0.007132023841121198,0.0001307283488362391
894986,8600,0.009962100291252137,0.00984638208804555,0.00041099784295277374
904986,8700,0.008941256949305535,0.008804144427620137,0.00024461732509512945
914986,8800,0.010972750407457352,0.010517639359439166,0.0008597686450675603
926652,8900,0.007680665481090546,0.007191389877789879,0.0001222854046348992
