samples,computations,losses,val_losses,train_losses
0,0,0.3279715061187744,0.3272538384795189,0.32524514412879946
10000,100.0,0.07788079790771008,0.07891544446349144,0.07880213667452335
20000,200.0,0.0599588656052947,0.0611836738884449,0.060878908559679985
30000,300.0,0.053140639252960684,0.05410348918288946,0.0538258071243763
40000,400.0,0.04960799552500248,0.05055422265082598,0.05021517600864172
50000,500.0,0.04566247001290322,0.04644792154431343,0.04616239832341671
60000,600.0,0.04468129433691501,0.04542833313345909,0.0451129205301404
70000,700.0,0.044141966216266156,0.04466880328953266,0.04442616867274046
80000,800.0,0.04334795501083136,0.04395408868789673,0.0435803364738822
90000,900.0,0.04198621410876512,0.042571196854114535,0.042240113705396654
100000,1000.0,0.04170491322875023,0.04228291422128677,0.041937078565359116
110000,1100.0,0.04179336082190275,0.04218896843492985,0.04190519484877586
120000,1200.0,0.04134257357567549,0.04185662467032671,0.041407478600740434
130000,1300.0,0.040559131875634195,0.041071041710674765,0.04067758512869477
140000,1400.0,0.040469732359051706,0.04098692584782839,0.040588403902947906
150000,1500.0,0.04071045957505703,0.04106714498251676,0.0407264444977045
160000,1600.0,0.04040697652846575,0.040876945443451405,0.04036467971652746
170000,1700.0,0.039851178470999005,0.04032305639237165,0.03987867235019803
180000,1800.0,0.03985530756413937,0.04033422529697418,0.03989004722237587
190000,1900.0,0.04013027440756559,0.04046882379800081,0.0400766600035131
200000,2000.0,0.03990958075970411,0.04034766614437103,0.03978871916234493
210000,2100.0,0.03946351421996951,0.0399066711217165,0.039422411765903234
220000,2200.0,0.03952002305537462,0.03996952760964632,0.03948842764273286
230000,2300.0,0.03979693338274956,0.040122633948922154,0.03968774637579918
240000,2400.0,0.03962356992065907,0.040036576017737385,0.03944203471392393
250000,2500.0,0.0392406608350575,0.03966118317097425,0.039144689593464135
260000,2600.0,0.03932348491623998,0.039750008396804336,0.039238290499895814
270000,2700.0,0.03959522427991033,0.03991016082465649,0.039440066415816544
280000,2800.0,0.039448787048459055,0.03984176516532898,0.03921878376975656
290000,2900.0,0.039107431508600715,0.03950971098616719,0.03896633739769459
300000,3000.0,0.039201626479625704,0.03961020134389401,0.0390724821165204
310000,3100.0,0.03946762738749385,0.03977322885766625,0.03927380956709385
320000,3200.0,0.039336682818830015,0.039713559560477736,0.039067022792994975
330000,3300.0,0.039024804141372445,0.03941233348101378,0.0388460581600666
340000,3400.0,0.03912285191938281,0.039517338015139104,0.038957214057445524
350000,3500.0,0.03938398964703083,0.03968153582885861,0.03915733117237687
360000,3600.0,0.0392620811983943,0.039625958539545536,0.03895939466357231
370000,3700.0,0.03897203540429473,0.03934763636440039,0.038761541072279214
380000,3800.0,0.039070426784455776,0.039453769326210024,0.03887413071468473
390000,3900.0,0.03932772530242801,0.03961840860545635,0.03907294884324074
400000,4000.0,0.03921106994152069,0.03956441767513752,0.03888048661872744
410000,4100.0,0.038937685769051315,0.039303639736026526,0.038700165685266255
420000,4200.0,0.039034875258803364,0.039409345835447314,0.038812547121196986
430000,4300.0,0.03928921613842249,0.039574130438268185,0.03901018916070461
440000,4400.0,0.039175500273704526,0.03952030964195728,0.03882107324153185
450000,4500.0,0.03891514765098691,0.039273299425840374,0.038654409516602754
460000,4600.0,0.03901052229106426,0.03937789127230644,0.03876586306840182
470000,4700.0,0.03926260311156511,0.0395427200011909,0.03896251041814685
480000,4800.0,0.03915036018937826,0.03948824249207974,0.03877533792331815
490000,4900.0,0.038900422398000956,0.0392522631585598,0.038619558602571484
500000,5000.0,0.038993804138153794,0.039355475604534146,0.03872981033846736
510000,5100.0,0.03924417030066252,0.039520339332520964,0.038925646279007194
520000,5200.0,0.03913244415074587,0.03946471016854048,0.03873946158587933
530000,5300.0,0.03889099290594458,0.03923773415386677,0.03859253014996648
540000,5400.0,0.03898240676149726,0.039339501895010474,0.03870152124390006
550000,5500.0,0.03923147764056921,0.03950442984700203,0.03889671385288238
560000,5600.0,0.03911963731050491,0.039447356462478635,0.038710852168500426
